"","Division","Line","Station.Name"
"1","BMT","4 Avenue","25th St"
"2","BMT","4 Avenue","25th St"
"3","BMT","4 Avenue","36th St"
"4","BMT","4 Avenue","36th St"
"5","BMT","4 Avenue","36th St"
"6","BMT","4 Avenue","45th St"
"7","BMT","4 Avenue","45th St"
"8","BMT","4 Avenue","45th St"
"9","BMT","4 Avenue","45th St"
"10","BMT","4 Avenue","53rd St"
"11","BMT","4 Avenue","53rd St"
"12","BMT","4 Avenue","53rd St"
"13","BMT","4 Avenue","53rd St"
"14","BMT","4 Avenue","53rd St"
"15","BMT","4 Avenue","59th St"
"16","BMT","4 Avenue","59th St"
"17","BMT","4 Avenue","59th St"
"18","BMT","4 Avenue","59th St"
"19","BMT","4 Avenue","59th St"
"20","BMT","4 Avenue","59th St"
"21","BMT","4 Avenue","77th St"
"22","BMT","4 Avenue","77th St"
"23","BMT","4 Avenue","77th St"
"24","BMT","4 Avenue","86th St"
"25","BMT","4 Avenue","86th St"
"26","BMT","4 Avenue","86th St"
"27","BMT","4 Avenue","95th St"
"28","BMT","4 Avenue","95th St"
"29","BMT","4 Avenue","95th St"
"30","BMT","4 Avenue","95th St"
"31","BMT","4 Avenue","95th St"
"32","BMT","4 Avenue","9th St"
"33","BMT","4 Avenue","9th St"
"34","BMT","4 Avenue","Atlantic Av-Barclays Ctr"
"35","BMT","4 Avenue","Bay Ridge Av"
"36","BMT","4 Avenue","Bay Ridge Av"
"37","BMT","4 Avenue","Bay Ridge Av"
"38","BMT","4 Avenue","DeKalb Av"
"39","BMT","4 Avenue","DeKalb Av"
"40","BMT","4 Avenue","DeKalb Av"
"41","BMT","4 Avenue","DeKalb Av"
"42","BMT","4 Avenue","DeKalb Av"
"43","BMT","4 Avenue","DeKalb Av"
"44","BMT","4 Avenue","Pacific St"
"45","BMT","4 Avenue","Pacific St"
"46","BMT","4 Avenue","Prospect Av"
"47","BMT","4 Avenue","Prospect Av"
"48","BMT","4 Avenue","Prospect Av"
"49","BMT","4 Avenue","Union St"
"50","BMT","4 Avenue","Union St"
"51","BMT","4 Avenue","Union St"
"52","BMT","4 Avenue","Union St"
"53","IRT","42nd St Shuttle","Grand Central"
"54","IRT","42nd St Shuttle","Grand Central"
"55","IRT","42nd St Shuttle","Grand Central"
"56","IRT","42nd St Shuttle","Grand Central"
"57","IRT","42nd St Shuttle","Grand Central"
"58","IRT","42nd St Shuttle","Grand Central"
"59","IRT","42nd St Shuttle","Grand Central"
"60","IRT","42nd St Shuttle","Times Square"
"61","IND","6 Avenue","14th St"
"62","IND","6 Avenue","14th St"
"63","IND","6 Avenue","14th St"
"64","IND","6 Avenue","14th St"
"65","IND","6 Avenue","14th St"
"66","IND","6 Avenue","14th St"
"67","IND","6 Avenue","14th St"
"68","IND","6 Avenue","14th St"
"69","IND","6 Avenue","14th St"
"70","IND","6 Avenue","14th St"
"71","IND","6 Avenue","23rd St"
"72","IND","6 Avenue","23rd St"
"73","IND","6 Avenue","23rd St"
"74","IND","6 Avenue","23rd St"
"75","IND","6 Avenue","23rd St"
"76","IND","6 Avenue","23rd St"
"77","IND","6 Avenue","23rd St"
"78","IND","6 Avenue","23rd St"
"79","IND","6 Avenue","2nd Av"
"80","IND","6 Avenue","2nd Av"
"81","IND","6 Avenue","2nd Av"
"82","IND","6 Avenue","2nd Av"
"83","IND","6 Avenue","34th St"
"84","IND","6 Avenue","34th St"
"85","IND","6 Avenue","34th St"
"86","IND","6 Avenue","34th St"
"87","IND","6 Avenue","34th St"
"88","IND","6 Avenue","34th St"
"89","IND","6 Avenue","34th St"
"90","IND","6 Avenue","34th St"
"91","IND","6 Avenue","34th St"
"92","IND","6 Avenue","34th St"
"93","IND","6 Avenue","42nd St"
"94","IND","6 Avenue","42nd St"
"95","IND","6 Avenue","42nd St"
"96","IND","6 Avenue","42nd St"
"97","IND","6 Avenue","42nd St"
"98","IND","6 Avenue","42nd St"
"99","IND","6 Avenue","42nd St"
"100","IND","6 Avenue","42nd St"
"101","IND","6 Avenue","42nd St"
"102","IND","6 Avenue","47-50th Sts Rockefeller Center"
"103","IND","6 Avenue","47-50th Sts Rockefeller Center"
"104","IND","6 Avenue","47-50th Sts Rockefeller Center"
"105","IND","6 Avenue","47-50th Sts Rockefeller Center"
"106","IND","6 Avenue","47-50th Sts Rockefeller Center"
"107","IND","6 Avenue","47-50th Sts Rockefeller Center"
"108","IND","6 Avenue","47-50th Sts Rockefeller Center"
"109","IND","6 Avenue","47-50th Sts Rockefeller Center"
"110","IND","6 Avenue","47-50th Sts Rockefeller Center"
"111","IND","6 Avenue","47-50th Sts Rockefeller Center"
"112","IND","6 Avenue","47-50th Sts Rockefeller Center"
"113","IND","6 Avenue","47-50th Sts Rockefeller Center"
"114","IND","6 Avenue","47-50th Sts Rockefeller Center"
"115","IND","6 Avenue","47-50th Sts Rockefeller Center"
"116","IND","6 Avenue","47-50th Sts Rockefeller Center"
"117","IND","6 Avenue","47-50th Sts Rockefeller Center"
"118","IND","6 Avenue","47-50th Sts Rockefeller Center"
"119","IND","6 Avenue","4th Av"
"120","IND","6 Avenue","4th Av"
"121","IND","6 Avenue","57th St"
"122","IND","6 Avenue","57th St"
"123","IND","6 Avenue","57th St"
"124","IND","6 Avenue","57th St"
"125","IND","6 Avenue","57th St"
"126","IND","6 Avenue","57th St"
"127","IND","6 Avenue","57th St"
"128","IND","6 Avenue","57th St"
"129","IND","6 Avenue","7th Av"
"130","IND","6 Avenue","7th Av"
"131","IND","6 Avenue","7th Av"
"132","IND","6 Avenue","7th Av"
"133","IND","6 Avenue","7th Av"
"134","IND","6 Avenue","7th Av"
"135","IND","6 Avenue","7th Av"
"136","IND","6 Avenue","7th Av"
"137","IND","6 Avenue","Bergen St"
"138","IND","6 Avenue","Bergen St"
"139","IND","6 Avenue","Bergen St"
"140","IND","6 Avenue","Bergen St"
"141","IND","6 Avenue","Bergen St"
"142","IND","6 Avenue","Bergen St"
"143","IND","6 Avenue","Broadway-Lafayette St"
"144","IND","6 Avenue","Broadway-Lafayette St"
"145","IND","6 Avenue","Broadway-Lafayette St"
"146","IND","6 Avenue","Broadway-Lafayette St"
"147","IND","6 Avenue","Broadway-Lafayette St"
"148","IND","6 Avenue","Carroll St"
"149","IND","6 Avenue","Carroll St"
"150","IND","6 Avenue","Carroll St"
"151","IND","6 Avenue","Carroll St"
"152","IND","6 Avenue","Carroll St"
"153","IND","6 Avenue","Church Av"
"154","IND","6 Avenue","Church Av"
"155","IND","6 Avenue","Church Av"
"156","IND","6 Avenue","Church Av"
"157","IND","6 Avenue","Church Av"
"158","IND","6 Avenue","Church Av"
"159","IND","6 Avenue","Delancey St"
"160","IND","6 Avenue","Delancey St"
"161","IND","6 Avenue","Delancey St"
"162","IND","6 Avenue","Delancey St"
"163","IND","6 Avenue","East Broadway"
"164","IND","6 Avenue","East Broadway"
"165","IND","6 Avenue","East Broadway"
"166","IND","6 Avenue","East Broadway"
"167","IND","6 Avenue","Fort Hamilton Parkway"
"168","IND","6 Avenue","Fort Hamilton Parkway"
"169","IND","6 Avenue","Fort Hamilton Parkway"
"170","IND","6 Avenue","Fort Hamilton Parkway"
"171","IND","6 Avenue","Grand St"
"172","IND","6 Avenue","Grand St"
"173","IND","6 Avenue","Grand St"
"174","IND","6 Avenue","Prospect Park-15 St"
"175","IND","6 Avenue","Prospect Park-15 St"
"176","IND","6 Avenue","Prospect Park-15 St"
"177","IND","6 Avenue","Prospect Park-15 St"
"178","IND","6 Avenue","Prospect Park-15 St"
"179","IND","6 Avenue","Prospect Park-15 St"
"180","IND","6 Avenue","Smith-9th St"
"181","IND","6 Avenue","York St"
"182","IND","63rd Street","21st St"
"183","IND","63rd Street","21st St"
"184","IND","63rd Street","21st St"
"185","IND","63rd Street","21st St"
"186","IND","63rd Street","21st St"
"187","IND","63rd Street","Lexington Av"
"188","IND","63rd Street","Lexington Av"
"189","IND","63rd Street","Lexington Av"
"190","IND","63rd Street","Lexington Av"
"191","IND","63rd Street","Lexington Av"
"192","IND","63rd Street","Roosevelt Island"
"193","IND","8 Avenue","103rd St"
"194","IND","8 Avenue","116th St"
"195","IND","8 Avenue","116th St"
"196","IND","8 Avenue","116th St"
"197","IND","8 Avenue","116th St"
"198","IND","8 Avenue","125th St"
"199","IND","8 Avenue","125th St"
"200","IND","8 Avenue","125th St"
"201","IND","8 Avenue","125th St"
"202","IND","8 Avenue","125th St"
"203","IND","8 Avenue","125th St"
"204","IND","8 Avenue","135th St"
"205","IND","8 Avenue","135th St"
"206","IND","8 Avenue","135th St"
"207","IND","8 Avenue","135th St"
"208","IND","8 Avenue","135th St"
"209","IND","8 Avenue","135th St"
"210","IND","8 Avenue","145th St"
"211","IND","8 Avenue","145th St"
"212","IND","8 Avenue","145th St"
"213","IND","8 Avenue","145th St"
"214","IND","8 Avenue","145th St"
"215","IND","8 Avenue","145th St"
"216","IND","8 Avenue","14th St"
"217","IND","8 Avenue","14th St"
"218","IND","8 Avenue","14th St"
"219","IND","8 Avenue","14th St"
"220","IND","8 Avenue","14th St"
"221","IND","8 Avenue","14th St"
"222","IND","8 Avenue","14th St"
"223","IND","8 Avenue","14th St"
"224","IND","8 Avenue","155th St"
"225","IND","8 Avenue","155th St"
"226","IND","8 Avenue","155th St"
"227","IND","8 Avenue","155th St"
"228","IND","8 Avenue","155th St"
"229","IND","8 Avenue","155th St"
"230","IND","8 Avenue","163rd St - Amsterdam Av"
"231","IND","8 Avenue","163rd St - Amsterdam Av"
"232","IND","8 Avenue","163rd St - Amsterdam Av"
"233","IND","8 Avenue","168th St - Washington Heights"
"234","IND","8 Avenue","168th St - Washington Heights"
"235","IND","8 Avenue","168th St - Washington Heights"
"236","IND","8 Avenue","168th St - Washington Heights"
"237","IND","8 Avenue","175th St"
"238","IND","8 Avenue","175th St"
"239","IND","8 Avenue","175th St"
"240","IND","8 Avenue","175th St"
"241","IND","8 Avenue","175th St"
"242","IND","8 Avenue","175th St"
"243","IND","8 Avenue","175th St"
"244","IND","8 Avenue","181st St"
"245","IND","8 Avenue","181st St"
"246","IND","8 Avenue","181st St"
"247","IND","8 Avenue","181st St"
"248","IND","8 Avenue","181st St"
"249","IND","8 Avenue","190th St"
"250","IND","8 Avenue","190th St"
"251","IND","8 Avenue","23rd St"
"252","IND","8 Avenue","23rd St"
"253","IND","8 Avenue","23rd St"
"254","IND","8 Avenue","23rd St"
"255","IND","8 Avenue","23rd St"
"256","IND","8 Avenue","23rd St"
"257","IND","8 Avenue","23rd St"
"258","IND","8 Avenue","23rd St"
"259","IND","8 Avenue","23rd St"
"260","IND","8 Avenue","23rd St"
"261","IND","8 Avenue","23rd St"
"262","IND","8 Avenue","34th St"
"263","IND","8 Avenue","34th St"
"264","IND","8 Avenue","34th St"
"265","IND","8 Avenue","34th St"
"266","IND","8 Avenue","34th St"
"267","IND","8 Avenue","34th St"
"268","IND","8 Avenue","34th St"
"269","IND","8 Avenue","34th St"
"270","IND","8 Avenue","34th St"
"271","IND","8 Avenue","34th St"
"272","IND","8 Avenue","34th St"
"273","IND","8 Avenue","34th St"
"274","IND","8 Avenue","34th St"
"275","IND","8 Avenue","34th St"
"276","IND","8 Avenue","34th St"
"277","IND","8 Avenue","34th St"
"278","IND","8 Avenue","42nd St"
"279","IND","8 Avenue","42nd St"
"280","IND","8 Avenue","42nd St"
"281","IND","8 Avenue","42nd St"
"282","IND","8 Avenue","42nd St"
"283","IND","8 Avenue","42nd St"
"284","IND","8 Avenue","42nd St"
"285","IND","8 Avenue","42nd St"
"286","IND","8 Avenue","42nd St"
"287","IND","8 Avenue","50th St"
"288","IND","8 Avenue","50th St"
"289","IND","8 Avenue","50th St"
"290","IND","8 Avenue","50th St"
"291","IND","8 Avenue","50th St"
"292","IND","8 Avenue","50th St"
"293","IND","8 Avenue","50th St"
"294","IND","8 Avenue","50th St"
"295","IND","8 Avenue","50th St"
"296","IND","8 Avenue","50th St"
"297","IND","8 Avenue","59th St"
"298","IND","8 Avenue","59th St"
"299","IND","8 Avenue","59th St"
"300","IND","8 Avenue","59th St"
"301","IND","8 Avenue","59th St"
"302","IND","8 Avenue","59th St"
"303","IND","8 Avenue","59th St"
"304","IND","8 Avenue","59th St"
"305","IND","8 Avenue","59th St"
"306","IND","8 Avenue","59th St"
"307","IND","8 Avenue","59th St"
"308","IND","8 Avenue","59th St"
"309","IND","8 Avenue","72nd St"
"310","IND","8 Avenue","72nd St"
"311","IND","8 Avenue","72nd St"
"312","IND","8 Avenue","81st St - Museum of Natural History"
"313","IND","8 Avenue","81st St - Museum of Natural History"
"314","IND","8 Avenue","81st St - Museum of Natural History"
"315","IND","8 Avenue","81st St - Museum of Natural History"
"316","IND","8 Avenue","86th St"
"317","IND","8 Avenue","86th St"
"318","IND","8 Avenue","86th St"
"319","IND","8 Avenue","86th St"
"320","IND","8 Avenue","86th St"
"321","IND","8 Avenue","96th St"
"322","IND","8 Avenue","96th St"
"323","IND","8 Avenue","96th St"
"324","IND","8 Avenue","Broadway-Nassau"
"325","IND","8 Avenue","Broadway-Nassau"
"326","IND","8 Avenue","Canal St"
"327","IND","8 Avenue","Canal St"
"328","IND","8 Avenue","Canal St"
"329","IND","8 Avenue","Canal St"
"330","IND","8 Avenue","Canal St"
"331","IND","8 Avenue","Cathedral Parkway-110th St"
"332","IND","8 Avenue","Cathedral Parkway-110th St"
"333","IND","8 Avenue","Cathedral Parkway-110th St"
"334","IND","8 Avenue","Chambers St"
"335","IND","8 Avenue","Chambers St"
"336","IND","8 Avenue","Chambers St"
"337","IND","8 Avenue","Chambers St"
"338","IND","8 Avenue","Chambers St"
"339","IND","8 Avenue","Chambers St"
"340","IND","8 Avenue","Chambers St"
"341","IND","8 Avenue","Chambers St"
"342","IND","8 Avenue","Chambers St"
"343","IND","8 Avenue","Dyckman St-200th St"
"344","IND","8 Avenue","Dyckman St-200th St"
"345","IND","8 Avenue","Dyckman St-200th St"
"346","IND","8 Avenue","Dyckman St-200th St"
"347","IND","8 Avenue","Dyckman St-200th St"
"348","IND","8 Avenue","Dyckman St-200th St"
"349","IND","8 Avenue","Dyckman St-200th St"
"350","IND","8 Avenue","High St"
"351","IND","8 Avenue","High St"
"352","IND","8 Avenue","High St"
"353","IND","8 Avenue","Inwood - 207th St"
"354","IND","8 Avenue","Inwood - 207th St"
"355","IND","8 Avenue","Inwood - 207th St"
"356","IND","8 Avenue","Inwood - 207th St"
"357","IND","8 Avenue","Inwood - 207th St"
"358","IND","8 Avenue","Inwood - 207th St"
"359","IND","8 Avenue","Spring St"
"360","IND","8 Avenue","Spring St"
"361","IND","8 Avenue","Spring St"
"362","IND","8 Avenue","West 4th St"
"363","IND","8 Avenue","West 4th St"
"364","IND","8 Avenue","West 4th St"
"365","IND","8 Avenue","West 4th St"
"366","IND","8 Avenue","West 4th St"
"367","IND","8 Avenue","West 4th St"
"368","IND","8 Avenue","World Trade Center"
"369","IND","8 Avenue","World Trade Center"
"370","IND","8 Avenue","World Trade Center"
"371","IND","8 Avenue","World Trade Center"
"372","IND","8 Avenue","World Trade Center"
"373","IND","8 Avenue","World Trade Center"
"374","IND","8 Avenue","World Trade Center"
"375","IND","8 Avenue","World Trade Center"
"376","IND","Archer Av","Jamaica-Van Wyck"
"377","IND","Archer Av","Jamaica-Van Wyck"
"378","IND","Archer Av","Jamaica-Van Wyck"
"379","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"380","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"381","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"382","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"383","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"384","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"385","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"386","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"387","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"388","IND","Archer Av","Parsons Blvd-Archer Av - Jamaica Center"
"389","IND","Archer Av","Sutphin Blvd-Archer Av - JFK"
"390","IND","Archer Av","Sutphin Blvd-Archer Av - JFK"
"391","IND","Archer Av","Sutphin Blvd-Archer Av - JFK"
"392","IND","Archer Av","Sutphin Blvd-Archer Av - JFK"
"393","BMT","Astoria","30 Av-Grand Av"
"394","BMT","Astoria","30 Av-Grand Av"
"395","BMT","Astoria","30 Av-Grand Av"
"396","BMT","Astoria","30 Av-Grand Av"
"397","BMT","Astoria","36 Av-Washington Av"
"398","BMT","Astoria","36 Av-Washington Av"
"399","BMT","Astoria","36 Av-Washington Av"
"400","BMT","Astoria","39 Av-Beebe Av"
"401","BMT","Astoria","39 Av-Beebe Av"
"402","BMT","Astoria","Astoria Blvd-Hoyt Av"
"403","BMT","Astoria","Astoria Blvd-Hoyt Av"
"404","BMT","Astoria","Astoria Blvd-Hoyt Av"
"405","BMT","Astoria","Astoria Blvd-Hoyt Av"
"406","BMT","Astoria","Broadway"
"407","BMT","Astoria","Broadway"
"408","BMT","Astoria","Broadway"
"409","BMT","Astoria","Ditmars Blvd"
"410","BMT","Astoria","Ditmars Blvd"
"411","BMT","Astoria","Ditmars Blvd"
"412","BMT","Astoria","Ditmars Blvd"
"413","BMT","Brighton","7th Av"
"414","BMT","Brighton","7th Av"
"415","BMT","Brighton","Atlantic Av"
"416","BMT","Brighton","Av H"
"417","BMT","Brighton","Av H"
"418","BMT","Brighton","Av J"
"419","BMT","Brighton","Av J"
"420","BMT","Brighton","Av J"
"421","BMT","Brighton","Av M"
"422","BMT","Brighton","Av M"
"423","BMT","Brighton","Av U"
"424","BMT","Brighton","Beverly Rd"
"425","BMT","Brighton","Brighton Beach"
"426","BMT","Brighton","Brighton Beach"
"427","BMT","Brighton","Brighton Beach"
"428","BMT","Brighton","Brighton Beach"
"429","BMT","Brighton","Brighton Beach"
"430","BMT","Brighton","Brighton Beach"
"431","BMT","Brighton","Brighton Beach"
"432","BMT","Brighton","Brighton Beach"
"433","BMT","Brighton","Church Av"
"434","BMT","Brighton","Church Av"
"435","BMT","Brighton","Cortelyou Rd"
"436","BMT","Brighton","Kings Highway"
"437","BMT","Brighton","Kings Highway"
"438","BMT","Brighton","Kings Highway"
"439","BMT","Brighton","Neck Rd"
"440","BMT","Brighton","Newkirk Av"
"441","BMT","Brighton","Ocean Parkway"
"442","BMT","Brighton","Ocean Parkway"
"443","BMT","Brighton","Ocean Parkway"
"444","BMT","Brighton","Ocean Parkway"
"445","BMT","Brighton","Ocean Parkway"
"446","BMT","Brighton","Ocean Parkway"
"447","BMT","Brighton","Parkside Av"
"448","BMT","Brighton","Parkside Av"
"449","BMT","Brighton","Prospect Park"
"450","BMT","Brighton","Prospect Park"
"451","BMT","Brighton","Prospect Park"
"452","BMT","Brighton","Sheepshead Bay"
"453","BMT","Brighton","Sheepshead Bay"
"454","BMT","Brighton","Stillwell Av"
"455","BMT","Brighton","West 8th St"
"456","BMT","Brighton","West 8th St"
"457","BMT","Broadway","23rd St"
"458","BMT","Broadway","23rd St"
"459","BMT","Broadway","23rd St"
"460","BMT","Broadway","23rd St"
"461","BMT","Broadway","23rd St"
"462","BMT","Broadway","23rd St"
"463","BMT","Broadway","23rd St"
"464","BMT","Broadway","23rd St"
"465","BMT","Broadway","28th St"
"466","BMT","Broadway","28th St"
"467","BMT","Broadway","28th St"
"468","BMT","Broadway","28th St"
"469","BMT","Broadway","34th St"
"470","BMT","Broadway","34th St"
"471","BMT","Broadway","34th St"
"472","BMT","Broadway","34th St"
"473","BMT","Broadway","49th St"
"474","BMT","Broadway","49th St"
"475","BMT","Broadway","49th St"
"476","BMT","Broadway","49th St"
"477","BMT","Broadway","49th St"
"478","BMT","Broadway","49th St"
"479","BMT","Broadway","49th St"
"480","BMT","Broadway","57th St"
"481","BMT","Broadway","57th St"
"482","BMT","Broadway","57th St"
"483","BMT","Broadway","57th St"
"484","BMT","Broadway","57th St"
"485","BMT","Broadway","57th St"
"486","BMT","Broadway","57th St"
"487","BMT","Broadway","57th St"
"488","BMT","Broadway","5th Av"
"489","BMT","Broadway","5th Av"
"490","BMT","Broadway","5th Av"
"491","BMT","Broadway","5th Av"
"492","BMT","Broadway","5th Av"
"493","BMT","Broadway","5th Av"
"494","BMT","Broadway","5th Av"
"495","BMT","Broadway","8th St"
"496","BMT","Broadway","8th St"
"497","BMT","Broadway","8th St"
"498","BMT","Broadway","8th St"
"499","BMT","Broadway","8th St"
"500","BMT","Broadway","8th St"
"501","BMT","Broadway","8th St"
"502","BMT","Broadway","8th St"
"503","BMT","Broadway","Canal St (UL)"
"504","BMT","Broadway","Canal St (UL)"
"505","BMT","Broadway","Canal St (UL)"
"506","BMT","Broadway","Canal St (UL)"
"507","BMT","Broadway","Canal St (UL)"
"508","BMT","Broadway","Canal St (UL)"
"509","BMT","Broadway","Canal St (UL)"
"510","BMT","Broadway","City Hall"
"511","BMT","Broadway","City Hall"
"512","BMT","Broadway","City Hall"
"513","BMT","Broadway","Cortlandt St"
"514","BMT","Broadway","Cortlandt St"
"515","BMT","Broadway","Cortlandt St"
"516","BMT","Broadway","Cortlandt St"
"517","BMT","Broadway","Court St"
"518","BMT","Broadway","Court St"
"519","BMT","Broadway","Court St"
"520","BMT","Broadway","Lawrence St"
"521","BMT","Broadway","Lawrence St"
"522","BMT","Broadway","Lawrence St"
"523","BMT","Broadway","Lawrence St"
"524","BMT","Broadway","Lawrence St"
"525","BMT","Broadway","Lawrence St"
"526","BMT","Broadway","Lawrence St"
"527","BMT","Broadway","Lexington Av"
"528","BMT","Broadway","Lexington Av"
"529","BMT","Broadway","Lexington Av"
"530","BMT","Broadway","Lexington Av"
"531","BMT","Broadway","Prince St"
"532","BMT","Broadway","Prince St"
"533","BMT","Broadway","Prince St"
"534","BMT","Broadway","Prince St"
"535","BMT","Broadway","Rector St"
"536","BMT","Broadway","Rector St"
"537","BMT","Broadway","Rector St"
"538","BMT","Broadway","Rector St"
"539","BMT","Broadway","Rector St"
"540","BMT","Broadway","Rector St"
"541","BMT","Broadway","Rector St"
"542","BMT","Broadway","Rector St"
"543","BMT","Broadway","Rector St"
"544","BMT","Broadway","Times Square-42nd St"
"545","BMT","Broadway","Times Square-42nd St"
"546","BMT","Broadway","Times Square-42nd St"
"547","BMT","Broadway","Times Square-42nd St"
"548","BMT","Broadway","Union Square"
"549","BMT","Broadway","Union Square"
"550","BMT","Broadway","Union Square"
"551","BMT","Broadway","Union Square"
"552","BMT","Broadway","Whitehall St"
"553","BMT","Broadway","Whitehall St"
"554","BMT","Broadway","Whitehall St"
"555","BMT","Broadway","Whitehall St"
"556","BMT","Broadway","Whitehall St"
"557","BMT","Broadway","Whitehall St"
"558","BMT","Broadway Jamaica","104th St-102nd St"
"559","BMT","Broadway Jamaica","104th St-102nd St"
"560","BMT","Broadway Jamaica","111th St"
"561","BMT","Broadway Jamaica","111th St"
"562","BMT","Broadway Jamaica","121st St"
"563","BMT","Broadway Jamaica","121st St"
"564","BMT","Broadway Jamaica","121st St"
"565","BMT","Broadway Jamaica","121st St"
"566","BMT","Broadway Jamaica","Alabama Av"
"567","BMT","Broadway Jamaica","Alabama Av"
"568","BMT","Broadway Jamaica","Chauncey St"
"569","BMT","Broadway Jamaica","Chauncey St"
"570","BMT","Broadway Jamaica","Cleveland St"
"571","BMT","Broadway Jamaica","Cleveland St"
